activation,optimizer,learning_rate,architecture,batch_size,training_time,val_metrics,test_metrics,train_loss_history,val_loss_history
relu,sgd,0.001,"[5000, 128, 90]",32,193.55090022087097,"{'Hamming Loss': array(0.01018876), 'Accuracy': array(0.31724582), 'Precision': array(0.98995984), 'Recall': array(0.2577104), 'F1 Score': array(0.40895894)}","{'Hamming Loss': array(0.00935924), 'Accuracy': array(0.40211991), 'Precision': array(0.98860862), 'Recall': array(0.32451923), 'F1 Score': array(0.48863865)}","[0.09844863989975687, 0.04884449188381102, 0.04810537724570069, 0.04733124126250836, 0.04647295245290803, 0.04553960296658816, 0.04470214188372591, 0.04398708200039218, 0.043406932965126196, 0.042903816825391294, 0.042437974643785646, 0.04205517757499301, 0.04167212171104652, 0.04131339801184698, 0.04095791806131966, 0.040619917311600785, 0.040287474443583875, 0.039936139188236665, 0.03958710828199654, 0.03921893023049846]","[0.049366975313689554, 0.048387995706504046, 0.04761255870629374, 0.046905028261214204, 0.045839045054657516, 0.04498147228724458, 0.04424738586475883, 0.043565404801586216, 0.04292272043234043, 0.04247977568403357, 0.042151625157931215, 0.04172768749680223, 0.04136196761990363, 0.04100570944601145, 0.04073731623595397, 0.040277641669674104, 0.04004590503385058, 0.0397832404440709, 0.0393362150533315, 0.03905635723957594]"
relu,sgd,0.001,"[5000, 128, 90]",32,285.50987243652344,"{'Hamming Loss': array(0.00875876), 'Accuracy': array(0.44208494), 'Precision': array(0.99142857), 'Recall': array(0.36278097), 'F1 Score': array(0.5311902)}","{'Hamming Loss': array(0.00798646), 'Accuracy': array(0.51970851), 'Precision': array(0.98400984), 'Recall': array(0.42735043), 'F1 Score': array(0.59590317)}","[0.09882297800992046, 0.04882332375984026, 0.04808990213377283, 0.047307420643047424, 0.046393338084695174, 0.04548159291966511, 0.044653437738944424, 0.04396694015330847, 0.0433947220925245, 0.0429360062196037, 0.042489263649164825, 0.04210613337773007, 0.04176188922978363, 0.04139760270139339, 0.041079059135898446, 0.0407229518488297, 0.04036643723220555, 0.04003523807598484, 0.03970291117038326, 0.039359471359774884, 0.03901012233318145, 0.03865261944204193, 0.03828524563333531, 0.03792153723529422, 0.037552174313844895, 0.037169718689560025, 0.036805470894086006, 0.036439225095875924, 0.03608875834415035, 0.0357285288141405]","[0.04940912814156326, 0.048476297997482515, 0.04770368082430768, 0.04692115149169413, 0.04584531103920777, 0.04486779140867358, 0.04430895036722736, 0.04351578717302178, 0.043038191437182294, 0.04261524023549589, 0.04229191090683106, 0.04183431565785737, 0.041471268494962264, 0.04124595199001616, 0.040805331763928566, 0.040547871641414095, 0.04009953971477215, 0.03991230257237092, 0.039544288858581966, 0.03927975289740826, 0.03883812040769516, 0.03842066353292025, 0.03809498795285, 0.037771593403305104, 0.03738796354881435, 0.03700153710972835, 0.03673975449100617, 0.036369057183931464, 0.03600349527230551, 0.03557029811243203]"
relu,sgd,0.001,"[5000, 128, 64, 90]",32,235.12780714035034,"{'Hamming Loss': array(0.00748606), 'Accuracy': array(0.53474903), 'Precision': array(0.96459227), 'Recall': array(0.4699425), 'F1 Score': array(0.63198594)}","{'Hamming Loss': array(0.00722829), 'Accuracy': array(0.5736999), 'Precision': array(0.92995169), 'Recall': array(0.51415598), 'F1 Score': array(0.6621947)}","[0.07492524657788342, 0.04837440712845606, 0.04658727954167355, 0.04429616527848573, 0.042762108338108645, 0.04173415730510038, 0.040921420314013864, 0.04021011400091353, 0.039578459829183524, 0.038908541187696384, 0.03822077928307543, 0.03745181257836326, 0.03658239575147277, 0.03552799004098442, 0.034421494688649655, 0.0333837137285281, 0.03243231040619982, 0.031599946718349675, 0.03083885227716519, 0.030157588993314152]","[0.04911953600791841, 0.04773473840403841, 0.04504351902603408, 0.04298624861151007, 0.042040824980898034, 0.04108420290157794, 0.04036063953710177, 0.039946416433363933, 0.0391239881255048, 0.03860846926372108, 0.03766487660638994, 0.03728833185914752, 0.03590534121960245, 0.035111019763548225, 0.033942630262734454, 0.03300096988833293, 0.03226694080722815, 0.031291247325410027, 0.030649537265398836, 0.03009146137245732]"
relu,sgd,0.001,"[5000, 128, 64, 90]",32,352.91833448410034,"{'Hamming Loss': array(0.00664236), 'Accuracy': array(0.57528958), 'Precision': array(0.95303867), 'Recall': array(0.54103502), 'F1 Score': array(0.69023008)}","{'Hamming Loss': array(0.00671304), 'Accuracy': array(0.60980457), 'Precision': array(0.875), 'Recall': array(0.5982906), 'F1 Score': array(0.7106599)}","[0.07480808815616588, 0.047991527884871855, 0.04572244573964847, 0.043514941608696914, 0.04214744194434896, 0.04119810826430486, 0.04033060556257588, 0.03958303302528483, 0.03878320435495005, 0.03791949702307605, 0.03707574404904736, 0.03601026815507863, 0.0349285550285331, 0.03388609717576064, 0.032974236702907125, 0.03216623471834851, 0.031427833227710485, 0.030728401017497235, 0.030108780116976246, 0.029518213045680957, 0.028879948375690453, 0.02830734813585775, 0.02785879424353265, 0.02733991870700139, 0.026868324147536312, 0.02642171902900597, 0.026016062818743076, 0.025554176241550316, 0.025181797497421762, 0.024766326426438078]","[0.04853032615153649, 0.046676814704090346, 0.044163626572602845, 0.042351966121923046, 0.04141603997166266, 0.04043852137590399, 0.039704340278087294, 0.03894510156985901, 0.038553633073074293, 0.03772921788810646, 0.03661187388404772, 0.03533261695460613, 0.034525166819482186, 0.03335422245888254, 0.03259070264388319, 0.03168104577433075, 0.03153520742726391, 0.030938122655872244, 0.03028515859450783, 0.02939812746168306, 0.029299025847945193, 0.028538110532824446, 0.028246883757120606, 0.027588319592901225, 0.027157487866628218, 0.026697666553205927, 0.02638019599489856, 0.026728614463125747, 0.025793492556123065, 0.025433305077105707]"
tanh,mini_batch,0.01,"[5000, 128, 90]",32,7.7642741203308105,"{'Hamming Loss': array(0.0049621), 'Accuracy': array(0.68854569), 'Precision': array(0.94198695), 'Recall': array(0.67903816), 'F1 Score': array(0.78918591)}","{'Hamming Loss': array(0.00555003), 'Accuracy': array(0.70851275), 'Precision': array(0.84463625), 'Recall': array(0.73183761), 'F1 Score': array(0.78420149)}","[0.05687689152973892, 0.043066071292098, 0.03958728058732647, 0.036326689375369633, 0.03308903538735349, 0.030927201522637716, 0.029163962419994676, 0.027533317405018132, 0.025979066303400317, 0.024770046124751966, 0.023693852744537038, 0.0227492629365791, 0.02166954524305464, 0.020761980555459403, 0.01997723867949692, 0.019281546810137426, 0.01846836358723657, 0.017775846400383696, 0.017239804385849166, 0.01674334967620416]","[0.04413183464433707, 0.04060836878119224, 0.038020072372076455, 0.03385492073261018, 0.03148102336114416, 0.02947367037542028, 0.02893831926370775, 0.026714772121284817, 0.025538186140747418, 0.02428945986804821, 0.02352108969773437, 0.02357418737236965, 0.021850049181404062, 0.021123023249980506, 0.020381924168741114, 0.019870102006367643, 0.019062897877964145, 0.018751475789940304, 0.01872127379281834, 0.018034615350762125]"
tanh,mini_batch,0.01,"[5000, 128, 90]",32,11.032835721969604,"{'Hamming Loss': array(0.00425425), 'Accuracy': array(0.75160875), 'Precision': array(0.95385675), 'Recall': array(0.72399373), 'F1 Score': array(0.82317979)}","{'Hamming Loss': array(0.00502374), 'Accuracy': array(0.74263001), 'Precision': array(0.83898547), 'Recall': array(0.78632479), 'F1 Score': array(0.81180201)}","[0.05627165158491052, 0.042832797552400645, 0.03945034396767614, 0.036028501380841675, 0.032791373005210574, 0.030740608951445317, 0.02922150710801736, 0.027372378865790394, 0.026201353967647372, 0.024753969029950126, 0.023834643490144223, 0.02261077402055015, 0.0217362113202774, 0.020695506681626664, 0.019861797745596644, 0.019302141939118573, 0.018455858342399472, 0.017856192800380647, 0.017301980452758763, 0.016619166802661345, 0.016085845507465966, 0.015610622034665327, 0.01509991507969167, 0.01477426160384754, 0.01426798899349366, 0.013903645796930764, 0.013508328998034504, 0.013147951575315774, 0.012867255236247195, 0.012414815992068475]","[0.04594627451795817, 0.04030751596980728, 0.03776882197886343, 0.033593997955680834, 0.03165718184073463, 0.02937412771779796, 0.028052078962243772, 0.026793664596784953, 0.02568383045233221, 0.02454561420429262, 0.023877342543749933, 0.02264319053467602, 0.02257838252907098, 0.020888246033530844, 0.02031363909533637, 0.01947966010402177, 0.019018999964539797, 0.01875148387111592, 0.018189001162966654, 0.017611104267044257, 0.017525385770355506, 0.017180649955537888, 0.016632910102657262, 0.016286366208737846, 0.01631410515743601, 0.015882901130490214, 0.015662097017657223, 0.01532210444817345, 0.015070787149600006, 0.015141487034636419]"
tanh,mini_batch,0.01,"[5000, 128, 64, 90]",32,8.36426568031311,"{'Hamming Loss': array(0.00651366), 'Accuracy': array(0.65379665), 'Precision': array(0.82532468), 'Recall': array(0.66440146), 'F1 Score': array(0.73617145)}","{'Hamming Loss': array(0.0063634), 'Accuracy': array(0.67969526), 'Precision': array(0.80819823), 'Recall': array(0.70566239), 'F1 Score': array(0.75345786)}","[0.059862392673043066, 0.04381535975940184, 0.039092476324748174, 0.034720331525192515, 0.03135727468765143, 0.026786607806574644, 0.024365352021945137, 0.022247761555158802, 0.020446211688070058, 0.018344231003625474, 0.017564741597827845, 0.015847580848587978, 0.015402894278662461, 0.014030856699001943, 0.013757921262317374, 0.013328609245129137, 0.012213349745868515, 0.011250230270723848, 0.011106975401066836, 0.010234574636153588]","[0.04441518357716812, 0.03876484981989768, 0.034731770477463064, 0.028531621554014844, 0.03555629161987298, 0.05264363490519045, 0.021281816769881653, 0.021052137809176343, 0.017756268720160416, 0.017547073836118702, 0.01648774573356774, 0.01620444712248194, 0.015131305606684955, 0.014512325088848714, 0.014667883489645013, 0.01445988396742998, 0.0143068308427164, 0.014688632321576743, 0.012372907298943294, 0.023048980507880082]"
tanh,mini_batch,0.01,"[5000, 128, 64, 90]",32,12.50737977027893,"{'Hamming Loss': array(0.00355355), 'Accuracy': array(0.8005148), 'Precision': array(0.92753623), 'Recall': array(0.80292734), 'F1 Score': array(0.86074531)}","{'Hamming Loss': array(0.00395642), 'Accuracy': array(0.79264657), 'Precision': array(0.88292683), 'Recall': array(0.82184829), 'F1 Score': array(0.8512934)}","[0.05908934238799573, 0.043850965930042625, 0.03917229924786075, 0.03345805632446061, 0.030220548550049322, 0.02683576192244834, 0.023810433337419386, 0.02237706659835536, 0.019786656444334867, 0.018393058692888906, 0.016776386857022603, 0.015806715806551075, 0.015825892886193745, 0.013967501795976264, 0.013432309414016616, 0.012274049024835398, 0.011659677109518294, 0.011802569142388211, 0.01070550854073801, 0.010401971293750444, 0.011408164899236465, 0.009472004697322943, 0.009732350102754873, 0.008584833183398043, 0.010453688022947003, 0.008069126677804581, 0.007667638550095273, 0.007369471443914016, 0.007348498912663315, 0.0067944504406610914]","[0.045144384835121516, 0.038712104893412876, 0.03627474445838418, 0.028968412316637927, 0.024316862271307266, 0.0238347581291016, 0.020051561561692556, 0.019181278917996595, 0.030677000477851282, 0.018069054254971087, 0.023387518413557316, 0.017510048939085913, 0.01530984161382029, 0.01584076047950959, 0.013700605813398856, 0.013616028041084386, 0.01424769279020461, 0.01341623158606535, 0.012979327869283573, 0.015210773514537772, 0.012611250255796838, 0.01199892655490002, 0.011477361550213507, 0.015235195740167299, 0.013270950826017766, 0.011534140377337592, 0.011598812643165535, 0.012055005278157638, 0.010622982351530367, 0.011631116287882205]"
tanh,mini_batch,0.001,"[5000, 128, 90]",32,7.364222049713135,"{'Hamming Loss': array(0.01039611), 'Accuracy': array(0.2972973), 'Precision': array(0.99354839), 'Recall': array(0.24150549), 'F1 Score': array(0.38856182)}","{'Hamming Loss': array(0.00980825), 'Accuracy': array(0.36170918), 'Precision': array(0.98823529), 'Recall': array(0.29166667), 'F1 Score': array(0.45040214)}","[0.0982124787858599, 0.04921387187144191, 0.04845652642347732, 0.047845905369282196, 0.04706790246646665, 0.04620813877685897, 0.045456464878147494, 0.04472884890955289, 0.0443130133184662, 0.04374298369514004, 0.04309386145052815, 0.04275531486091488, 0.04240082165784825, 0.04214495026649662, 0.04169543939507762, 0.041354595577685886, 0.04113421272883687, 0.04076652343271786, 0.04054099312029724, 0.04017555715910388]","[0.04994563394040825, 0.04886242451902428, 0.04809582565988578, 0.0474161302187281, 0.04670893539465226, 0.04577749775660354, 0.04502170478438972, 0.044367818281085956, 0.04377471738780687, 0.043251714948070896, 0.04285005568539528, 0.04249163050315617, 0.04206523098284208, 0.0417641207037812, 0.04147784941913643, 0.04125558631829822, 0.04089932775111305, 0.040714695388781384, 0.040276433907419466, 0.04003856380490562]"
tanh,mini_batch,0.001,"[5000, 128, 90]",32,10.966549396514893,"{'Hamming Loss': array(0.00905191), 'Accuracy': array(0.41377091), 'Precision': array(0.99389313), 'Recall': array(0.34030319), 'F1 Score': array(0.50700935)}","{'Hamming Loss': array(0.00814471), 'Accuracy': array(0.50314674), 'Precision': array(0.98664971), 'Recall': array(0.41452991), 'F1 Score': array(0.58378785)}","[0.09990344768030274, 0.04917870128637466, 0.048416292920848064, 0.04780862734888745, 0.046994323324037184, 0.046242698946838134, 0.045367694277339464, 0.04479013383346586, 0.04413278668694944, 0.0434784273505866, 0.04308913743376953, 0.042609029001926986, 0.04226635764736019, 0.041893669562687995, 0.041651044169147895, 0.041336977853240524, 0.04096190865760299, 0.040576301379209825, 0.04040304693887842, 0.04001337019444338, 0.03972475356026128, 0.039424764649743094, 0.039043521752723714, 0.03881588662635336, 0.03846708208117678, 0.03811371305359936, 0.0378455029763604, 0.03732970523194668, 0.03692281117787392, 0.036650904167813594]","[0.05000856074828859, 0.048789084001654326, 0.04809343192853185, 0.04750384077769138, 0.04662442368710338, 0.04573510610935999, 0.04491111479538732, 0.0441765325383698, 0.04372194007373922, 0.04316140214401831, 0.04272112880259175, 0.04233863552394494, 0.04202503593438709, 0.04172506020074362, 0.041379004200621905, 0.0410301929783689, 0.04077379648786059, 0.040511358806472664, 0.040310461708857034, 0.03992095159930899, 0.03954869099244903, 0.03924951773831752, 0.03893901713665527, 0.03860374125171974, 0.03830728704236449, 0.037987732437450315, 0.03761752989610266, 0.03729359900971654, 0.03689162634360231, 0.03657087449508411]"
tanh,mini_batch,0.001,"[5000, 128, 64, 90]",32,8.332647323608398,"{'Hamming Loss': array(0.00824396), 'Accuracy': array(0.48712999), 'Precision': array(0.98346056), 'Recall': array(0.40407737), 'F1 Score': array(0.57280474)}","{'Hamming Loss': array(0.00789813), 'Accuracy': array(0.54455118), 'Precision': array(0.94837262), 'Recall': array(0.45138889), 'F1 Score': array(0.611654)}","[0.07804426817109687, 0.049501720781912915, 0.049195700078785674, 0.048732189262005406, 0.04815617939087833, 0.0468231467804937, 0.0450810577951956, 0.04361435456595211, 0.0426740551147326, 0.04188353930117745, 0.04142752377430607, 0.040806468524516255, 0.040341811439931735, 0.03989015188942603, 0.039426986308668206, 0.039050828329571435, 0.03864131358744613, 0.03804418336201799, 0.037314202176391746, 0.0365537287471342]","[0.049812983595113595, 0.04926629884236857, 0.04908572382809997, 0.048612445607069704, 0.047598149284392946, 0.04583053682246663, 0.0440017751469849, 0.0428765186826291, 0.04202989019995484, 0.04142378847983375, 0.04098911201242682, 0.041145364215968996, 0.04062487996317293, 0.03964417082339935, 0.039119595116387816, 0.03863653849195539, 0.03822991261128131, 0.037690272338792845, 0.037905821749486014, 0.03655307799333161]"
tanh,mini_batch,0.001,"[5000, 128, 64, 90]",32,12.555211305618286,"{'Hamming Loss': array(0.00762906), 'Accuracy': array(0.53474903), 'Precision': array(0.94809322), 'Recall': array(0.46785154), 'F1 Score': array(0.62653133)}","{'Hamming Loss': array(0.0074712), 'Accuracy': array(0.56409407), 'Precision': array(0.89934762), 'Recall': array(0.51549145), 'F1 Score': array(0.65534805)}","[0.0763197812456528, 0.049427851388009356, 0.04902514019867544, 0.04859733439364204, 0.047261928488005304, 0.04521635504520644, 0.04378478523024424, 0.042774602011631156, 0.042024571404374635, 0.04136044269566803, 0.04087148721738449, 0.04030615488075424, 0.03982172928568858, 0.039542456821898865, 0.039057663019355905, 0.038566036280723776, 0.038153173130960484, 0.03733856376088735, 0.036500021382645645, 0.035731674587374855, 0.034726161716114735, 0.03382104317338538, 0.03326926216842506, 0.03250796667271574, 0.032030712911264254, 0.0315526042540578, 0.03125052274811258, 0.030733485738803135, 0.030325922588225217, 0.029932566000480654]","[0.050131095054005176, 0.04929121118420327, 0.04888542027039001, 0.04794611629141323, 0.04619563494761007, 0.04428007639374548, 0.04317544930741932, 0.04218669491218868, 0.04173167914540032, 0.04100832781108004, 0.040391152100188815, 0.04011496470581153, 0.040139272690292695, 0.039153198580309745, 0.03880285010022449, 0.038225355491902833, 0.03768404810530673, 0.03699583320237713, 0.03635207973620318, 0.03519038273220752, 0.03450894690232376, 0.033555952415241924, 0.03302046654163474, 0.032735737272479304, 0.0321029836916974, 0.031679741144528324, 0.03147912599342059, 0.0313927507275143, 0.030674350803484157, 0.030638403907636984]"
tanh,batch,0.01,"[5000, 128, 90]",32,2.436495542526245,"{'Hamming Loss': array(0.02318747), 'Accuracy': array(0.001287), 'Precision': array(0.28603604), 'Recall': array(0.46471511), 'F1 Score': array(0.35411273)}","{'Hamming Loss': array(0.02270803), 'Accuracy': array(0.00066247), 'Precision': array(0.29910566), 'Recall': array(0.48237179), 'F1 Score': array(0.36924964)}","[0.6931955479912435, 0.210118949690644, 0.4223566403912539, 0.42235663958604963, 0.42235663875414714, 0.4223566378940793, 0.4223566370042653, 0.422356636082999, 0.4223566351284364, 0.42235663413858116, 0.42235663311126764, 0.42235663204414275, 0.42235663093464487, 0.4223566297799794, 0.42235662857709105, 0.4223566273226325, 0.4223566260129283, 0.42235662464393176, 0.4223566232111771, 0.4223566217097224]","[0.20950017763220458, 0.4271289610004336, 0.42712896017859675, 0.4271289593299535, 0.4271289584530523, 0.42712895754633123, 0.4271289566081052, 0.4271289556365553, 0.4271289546297129, 0.42712895358544506, 0.42712895250143557, 0.4271289513751656, 0.42712895020388886, 0.4271289489846061, 0.42712894771403387, 0.4271289463885698, 0.42712894500425147, 0.4271289435567096, 0.42712894204111324, 0.4271289404521058]"
tanh,batch,0.01,"[5000, 128, 90]",32,3.665945053100586,"{'Hamming Loss': array(0.03308308), 'Accuracy': array(0.), 'Precision': array(0.20892321), 'Recall': array(0.50914794), 'F1 Score': array(0.29627376)}","{'Hamming Loss': array(0.03272239), 'Accuracy': array(0.), 'Precision': array(0.21585514), 'Recall': array(0.5221688), 'F1 Score': array(0.30544489)}","[0.6930735610500547, 0.21315990689842432, 0.42235649306250805, 0.4223564857375772, 0.4223564777450946, 0.42235646898347956, 0.42235645932911375, 0.4223564486300166, 0.42235643669721484, 0.42235642329276946, 0.42235640811285163, 0.4223563907633152, 0.4223563707235978, 0.42235634729192595, 0.4223563194995422, 0.4223562859715724, 0.42235624469168837, 0.422356192583714, 0.42235612472145556, 0.4223560327203972, 0.42235590113634564, 0.42235569831517045, 0.422355348658421, 0.42235462277799557, 0.42235244155070406, 0.422332814553139, 0.41560895368366363, 0.6761609812705954, 0.6041098898123936, 0.6041098850747834]","[0.2126038485624345, 0.4271288154420463, 0.4271288081770838, 0.42712880025380945, 0.4271287915723349, 0.42712878201112897, 0.42712877142080946, 0.4271287596156717, 0.42712874636193937, 0.42712873136115515, 0.42712871422621174, 0.4271286944459312, 0.42712867133130594, 0.4271286439313535, 0.4271286108966362, 0.42712857024843665, 0.4271285189684362, 0.4271284522239003, 0.4271283617909028, 0.4271282325243269, 0.42712803339137495, 0.42712769030412917, 0.42712697857449516, 0.4271248420542253, 0.42710565194908057, 0.420537446605827, 0.6816551551352844, 0.6094127252922414, 0.6094127201978268, 0.6094127147172484]"
tanh,batch,0.01,"[5000, 128, 64, 90]",32,2.466921329498291,"{'Hamming Loss': array(0.02318747), 'Accuracy': array(0.001287), 'Precision': array(0.28603604), 'Recall': array(0.46471511), 'F1 Score': array(0.35411273)}","{'Hamming Loss': array(0.02270803), 'Accuracy': array(0.00066247), 'Precision': array(0.29910566), 'Recall': array(0.48237179), 'F1 Score': array(0.36924964)}","[0.6933747778871836, 0.21242284608460069, 0.42235655970776437, 0.4223565574915898, 0.42235655519146326, 0.42235655280228074, 0.42235655031850633, 0.42235654773412457, 0.4223565450425872, 0.42235654223675123, 0.4223565393088096, 0.42235653625021025, 0.4223565330515641, 0.422356529702539, 0.4223565261917353, 0.4223565225065433, 0.4223565186329746, 0.42235651455546663, 0.4223565102566497, 0.42235650571707434]","[0.21213332862491877, 0.42712888237824925, 0.4271288801988607, 0.42712887793693266, 0.4271288755874429, 0.42712887314494385, 0.42712887060351573, 0.42712886795671395, 0.4271288651975087, 0.4271288623182154, 0.42712885931041655, 0.4271288561648698, 0.42712885287140373, 0.4271288494187958, 0.42712884579463084, 0.42712884198513623, 0.42712883797498763, 0.4271288337470808, 0.42712882928226154, 0.42712882455900364]"
tanh,batch,0.01,"[5000, 128, 64, 90]",32,3.699645757675171,"{'Hamming Loss': array(0.02318747), 'Accuracy': array(0.001287), 'Precision': array(0.28603604), 'Recall': array(0.46471511), 'F1 Score': array(0.35411273)}","{'Hamming Loss': array(0.02270803), 'Accuracy': array(0.00066247), 'Precision': array(0.29910566), 'Recall': array(0.48237179), 'F1 Score': array(0.36924964)}","[0.6932884345240569, 0.21627526986982712, 0.42235653693461983, 0.4223565356289551, 0.4223565342973589, 0.4223565329389631, 0.42235653155285785, 0.4223565301380888, 0.42235652869365437, 0.4223565272185023, 0.42235652571152704, 0.42235652417156555, 0.4223565225973931, 0.42235652098772, 0.42235651934118557, 0.4223565176563549, 0.4223565159317113, 0.42235651416565184, 0.42235651235648025, 0.42235651050239925, 0.4223565086015037, 0.4223565066517709, 0.4223565046510514, 0.4223565025970588, 0.4223565004873579, 0.4223564983193519, 0.42235649609026765, 0.42235649379714074, 0.4223564914367974, 0.42235648900583445]","[0.21576421642846721, 0.4271288663004787, 0.42712886510902337, 0.4271288638948693, 0.42712886265728717, 0.42712886139551304, 0.4271288601087471, 0.4271288587961518, 0.4271288574568485, 0.4271288560899159, 0.42712885469438605, 0.4271288532692424, 0.42712885181341576, 0.4271288503257812, 0.42712884880515367, 0.42712884725028405, 0.42712884565985465, 0.42712884403247353, 0.4271288423666702, 0.427128840660888, 0.42712883891347886, 0.42712883712269545, 0.4271288352866828, 0.42712883340347046, 0.4271288314709622, 0.42712882948692493, 0.42712882744897784, 0.4271288253545782, 0.42712882320100687, 0.4271288209853525]"
tanh,batch,0.001,"[5000, 128, 90]",32,2.4875216484069824,"{'Hamming Loss': array(0.02029887), 'Accuracy': array(0.1988417), 'Precision': array(0.2020592), 'Recall': array(0.16414009), 'F1 Score': array(0.18113643)}","{'Hamming Loss': array(0.0195981), 'Accuracy': array(0.23053991), 'Precision': array(0.23815833), 'Recall': array(0.1920406), 'F1 Score': array(0.21262753)}","[0.6932256466723802, 0.07049354503202182, 1.274547077599302, 0.5253471686398472, 0.4096821528957251, 0.35496608290799686, 0.3562010605959459, 0.3568223254421599, 0.3561543729038803, 0.3568913520938512, 0.35735792167982117, 0.3575501540845533, 0.35748101440191055, 0.35769460636409567, 0.35712083310804404, 0.35678559697134404, 0.3575570098710125, 0.35722107712764284, 0.3573551511411181, 0.3573624989968158]","[0.07047781330111684, 1.27693096536544, 0.5314979903250148, 0.41555064335228503, 0.35970332560614704, 0.3605396113342317, 0.36194810388027354, 0.3613709189874873, 0.36178233371310714, 0.3620080217131561, 0.36248534203168054, 0.3626071333226786, 0.36283492486057894, 0.3623073590004936, 0.36177503039586234, 0.3627074343144155, 0.3625189320255831, 0.36266095295344, 0.3624385721874193, 0.3628305318198699]"
tanh,batch,0.001,"[5000, 128, 90]",32,3.7447402477264404,"{'Hamming Loss': array(0.02318747), 'Accuracy': array(0.001287), 'Precision': array(0.28603604), 'Recall': array(0.46471511), 'F1 Score': array(0.35411273)}","{'Hamming Loss': array(0.02270803), 'Accuracy': array(0.00066247), 'Precision': array(0.29910566), 'Recall': array(0.48237179), 'F1 Score': array(0.36924964)}","[0.6933347722047195, 0.07287572639415597, 1.0327351661096953, 0.7692928531511379, 0.4037741088954278, 0.6188797560971446, 0.4117080783124098, 0.40902944785713247, 0.4091590178221658, 0.4098480362735197, 0.4093809239636187, 0.41028189931882747, 0.41050955087320784, 0.40993207845195123, 0.4098493480587426, 0.40939648009976126, 0.40918996906371957, 0.41037759384922273, 0.41032169993683437, 0.4105726736751972, 0.40970487462000144, 0.4097048153310788, 0.4097541665188196, 0.4088981749972071, 0.40927535368642415, 0.4099413241858377, 0.40994214464686135, 0.40938333356521805, 0.408957462429687, 0.4096606878776183]","[0.07246203100161687, 1.038541750271122, 0.7747943314928739, 0.40603205976987855, 0.6181858924144334, 0.41598112426527817, 0.4138575837468291, 0.4136996325566235, 0.4142884864839931, 0.4139172956902495, 0.4150897268366804, 0.41532329132128326, 0.4148407971746337, 0.41463787354322823, 0.41393106565388327, 0.41374919346642103, 0.41535061715395655, 0.41534601405477894, 0.41504591588960515, 0.41421346255895375, 0.41424132956575566, 0.4144713805339305, 0.4134341036775349, 0.4137995664503127, 0.41447427268225523, 0.4142086776044358, 0.413542874133613, 0.41254616230267804, 0.414054182554977, 0.41352562704804424]"
tanh,batch,0.001,"[5000, 128, 64, 90]",32,2.5152575969696045,"{'Hamming Loss': array(0.01656657), 'Accuracy': array(0.36679537), 'Precision': array(0.37001287), 'Recall': array(0.30057501), 'F1 Score': array(0.33169888)}","{'Hamming Loss': array(0.01688933), 'Accuracy': array(0.35872806), 'Precision': array(0.360053), 'Recall': array(0.2903312), 'F1 Score': array(0.32145498)}","[0.6931365143979857, 0.08646502969706367, 0.637958266200279, 0.524500209005092, 0.3944235048768215, 0.3650660974461024, 0.28201512262081474, 0.28202005994486085, 0.2822243605729683, 0.2826952060397826, 0.2843892971862967, 0.28375656035471913, 0.28497902306682976, 0.28421272141278564, 0.2838323554609781, 0.28367591765457734, 0.28466101445095343, 0.2855835872382518, 0.2846375138296774, 0.28450300531072964]","[0.08650512577825825, 0.64076877516102, 0.5273807032364368, 0.4000424286352756, 0.36991063759909587, 0.2809294326639927, 0.2800438986645596, 0.28175944439095263, 0.2821574966065882, 0.28415811219085113, 0.28308250071842656, 0.28381629043871026, 0.2832076729203749, 0.2832315656465354, 0.2830095333753587, 0.2837723163089679, 0.28466991934745306, 0.283529556853448, 0.28355152598422073, 0.284426586203507]"
